Nome,Cervejaria,Grupo,Estilo,Alcool,Ativa,Sazonal,Minima,Maxima,Copo,Geral,Aroma,Aparencia,Sabor,Sensacao,Conjunto,Votos
Weiss Damm,DammImportadoraBrazilWaysEstiloGerman Weizen  Álcool (%)4.8% ABVIngredientesMalte de Cevada, Malte de Trigo, Água, Lúpulo, Leveduras.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,4.8,SIM,Não é sazonal,NA,5, Weizen,3.3,6,4,13,3,7,66
North Coast Acme California IPA,North Coast Brewing CompanyEstiloIndia Pale Ale (IPA)  Álcool (%)6.9% ABVIBU55AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,India Pale Ale (IPA),6.9,SIM,Não é sazonal,55,5, Pint,3.7,7,4,15,4,8,42
Anchor Bock Beer,Anchor Brewing CompanyEstiloTraditional Bock  Álcool (%)5.5% ABVAtivaSIMSazonalPrimaveraTemperatura8-12 °C Copo ideal Caldereta TaçaVisite o website,NA,Traditional Bock,5.5,SIM,Primavera,8,12, Caldereta Taça,3.8,7,4,15,4,8,40
Anchor Brekle's Brown,Anchor Brewing CompanyEstiloAmerican Brown Ale  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,American Brown Ale,6,SIM,Não é sazonal,5,7, Caldereta,3.9,8,4,15,4,8,58
Anchor IPA,Anchor Brewing CompanyEstiloIndia Pale Ale (IPA)  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,India Pale Ale (IPA),6.5,SIM,Não é sazonal,8,12, Pint,4,8,4,16,4,8,30
Anchor Liberty Ale,Anchor Brewing CompanyEstiloAmerican Pale Ale  Álcool (%)5.9% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,American Pale Ale,5.9,SIM,Não é sazonal,5,7, Caldereta,3.7,7,4,15,4,7,98
Anchor Old Foghorn,Anchor Brewing CompanyEstiloBarley Wine  Álcool (%)8.8% ABVIngredientesÁgua, malte, lúpulo e leveduraAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal ConhaqueVisite o website,NA,Barley Wine,8.8,SIM,Não é sazonal,8,12, Conhaque,4.3,8,4,17,4,9,59
Anchor Porter,Anchor Brewing CompanyEstiloPorter  Álcool (%)5.6% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Porter,5.6,SIM,Não é sazonal,8,12, Pint,3.9,7,4,16,4,8,56
Anchor Steam Beer,Anchor Brewing CompanyEstiloSteam Beer  Álcool (%)4.9% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Tulipa Taça PilsnerVisite o website,NA,Steam Beer,4.9,SIM,Não é sazonal,0,4, Tulipa Taça Pilsner,3.5,7,4,14,4,7,90
Anderson Valley Heelch O'Hops,Anderson Valley EstiloImperial / Double IPA  Álcool (%)8.7% ABVIBU100IngredientesColumbus, Chinook, and Cascade hopsAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Imperial / Double IPA,8.7,SIM,Não é sazonal,100,5, Pint,4,8,4,16,4,8,40
Anderson Valley Imperial IPA,Anderson Valley EstiloImperial / Double IPA  Álcool (%)8.7% ABVAtivaNÃOSazonalComemorativaTemperatura5-7 °C Copo ideal Pint,NA,Imperial / Double IPA,8.7,NÃO,Comemorativa,5,7, Pint,4,8,4,16,4,8,37
Ballast Point IPA Big Eye,Ballast PointEstiloIndia Pale Ale (IPA)  Álcool (%)7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,India Pale Ale (IPA),7,SIM,Não é sazonal,5,7, Pint Caldereta,3.9,8,4,16,4,8,37
Ballast Point Sculpin IPA,Ballast PointEstiloIndia Pale Ale (IPA)  Álcool (%)7% ABVIBU70AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),7,SIM,Não é sazonal,70,5, Caldereta,4.2,8,4,17,4,9,59
Anderson Valley Barney Flats Oatmeal Stout,Anderson Valley ImportadoraTarantinoEstiloOatmeal Stout  Álcool (%)5.7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Oatmeal Stout,5.7,SIM,Não é sazonal,5,7, Pint,3.9,7,4,15,4,8,99
Bear Republic Hop Rod Rye,Bear Republic BreweryEstiloImperial / Double IPA  Álcool (%)8% ABVIBU80AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,Imperial / Double IPA,8,SIM,Não é sazonal,80,5, Caldereta,3.8,8,4,16,4,7,29
Big Daddy I.P.A,Speakeasy Ales & LagersEstiloIndia Pale Ale (IPA)  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,India Pale Ale (IPA),6.5,SIM,Não é sazonal,5,7, Pint,3.6,7,4,15,4,7,38
Big Wave Golden Ale,Kona BrewingEstiloBlond Ale  Álcool (%)4.4% ABVIBU21Cor SRM16,00IngredientesMaltes pálidos e de caramelo, lúpulos Galaxy e Citra, ...AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,Blond Ale,4.4,SIM,Não é sazonal,21,NA, Pint Caldereta,3.3,7,3,13,3,7,36
Blue Moon Belgian White,Blue Moon Brewing Co.,Molson CoorsImportadoraBrasart,Witbier,NA,SIM,Não é sazonal,5.4,5, Weizen Tumbler,3.4,7,3,14,3,7,57
Anderson Valley Boont Amber Ale,Anderson Valley ImportadoraTarantinoEstiloAmerican Amber Ale  Álcool (%)5.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,American Amber Ale,5.8,SIM,Não é sazonal,5,7, Caldereta,3.7,7,4,15,4,7,91
Anderson Valley Boont ESB,Anderson Valley ImportadoraTarantinoEstiloExtra Special Bitter/English Pale Ale  Álcool (%)6.8% ABVIBU61AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal CalderetaVisite o website,NA,Extra Special Bitter/English Pale Ale,6.8,SIM,Não é sazonal,61,8, Caldereta,3.8,7,4,16,4,8,63
Brooklyn Black Chocolate Stout,Brooklyn BreweryImportadoraBrazilWaysEstiloRussian Imperial Stout  Álcool (%)10% ABVAtivaSIMSazonalInvernoTemperatura8-12 °C Copo ideal Pint ConhaqueVisite o website,NA,Russian Imperial Stout,10,SIM,Inverno,8,12, Pint Conhaque,4.2,8,4,17,4,8,145
Brooklyn Brown Ale,Brooklyn BreweryImportadoraBrazilWaysEstiloAmerican Brown Ale  Álcool (%)5.6% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,American Brown Ale,5.6,SIM,Não é sazonal,8,12, Taça,3.7,7,4,15,4,7,219
Brooklyn East India Pale Ale,Brooklyn BreweryImportadoraBrazilWaysEstiloIndia Pale Ale (IPA)  Álcool (%)6.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),6.8,SIM,Não é sazonal,5,7, Caldereta,3.8,7,4,15,4,8,266
Brooklyn Lager,Brooklyn BreweryImportadoraBrazilWaysEstiloVienna Lager  Álcool (%)5.2% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal FlautaVisite o website,NA,Vienna Lager,5.2,SIM,Não é sazonal,5,7, Flauta,3.8,7,4,15,4,8,239
Brooklyn Local 1,Brooklyn BreweryImportadoraBrazilWaysEstiloBelgian Golden Strong Ale  Álcool (%)9% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Belgian Golden Strong Ale,9,SIM,Não é sazonal,5,7, Taça,4,8,4,16,4,8,66
Brooklyn Local 2,Brooklyn BreweryEstiloBelgian Dark Strong Ale  Álcool (%)9% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Dark Strong Ale,9,SIM,Não é sazonal,8,12, Cálice (Trapista),4,8,4,15,4,8,29
Brooklyn Monster Ale,Brooklyn BreweryImportadoraBrazilWaysEstiloBarley Wine  Álcool (%)10.1% ABVIngredientesheirloom British malt and spiced with aromatic American Willamette, Cascade and Fuggle hopsAtivaSIMSazonalInvernoTemperatura13-15 °C Copo ideal Cálice (Trapista) ConhaqueVisite o website,NA,Barley Wine,10.1,SIM,Inverno,13,15, Cálice (Trapista) Conhaque,4.1,8,4,16,4,8,107
Brooklyn Oktoberfest,Brooklyn BreweryEstiloOktoberfest/Marzen  Álcool (%)5.5% ABVAtivaSIMSazonalOktoberfestTemperatura0-4 °C Copo ideal CanecaVisite o website,NA,Oktoberfest/Marzen,5.5,SIM,Oktoberfest,0,4, Caneca,3.6,7,4,14,3,7,29
Brooklyn Pilsner,Brooklyn BreweryImportadoraBrazilWaysEstiloGerman Pilsner  Álcool (%)5.1% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal PilsnerVisite o website,NA,German Pilsner,5.1,SIM,Não é sazonal,0,4, Pilsner,3.8,7,4,15,4,8,85
Brooklyn Post Road Pumpkin Ale,Brooklyn BreweryEstiloPumpkin Ale  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Pumpkin Ale,5,SIM,Não é sazonal,8,12, Pint,3.5,7,4,14,3,7,79
Brooklyn Sorachi Ace,Brooklyn BreweryEstiloSaison / Farmhouse  Álcool (%)7.4% ABVAtivaSIMSazonalComemorativaTemperatura8-12 °C Copo ideal PintVisite o website,NA,Saison / Farmhouse,7.4,SIM,Comemorativa,8,12, Pint,4,8,4,16,4,8,78
Bud Light,Anheuser-Busch,Anheuser-InBev,Lite American Lager,4.2,SIM,Não é sazonal,0,4, Lager (Chope),1.8,3,3,6,2,4,30
Budweiser,Anheuser-Busch,Anheuser-InBev,Standard American Lager,5,SIM,Não é sazonal,0,4, Lager (Chope),2.2,4,3,8,3,5,378
Founders Centennial IPA,Founders BrewingEstiloIndia Pale Ale (IPA)  Álcool (%)7.2% ABVIBU65AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,India Pale Ale (IPA),7.2,SIM,Não é sazonal,65,5, Pint,4,8,4,16,4,8,102
Coronado Islander IPA,Coronado BrewingImportadoraBier&WeinEstiloIndia Pale Ale (IPA)  Álcool (%)7% ABVIBU75Ingredientes2-Row, cara, Munich. Columbus, Centennial, Chinook.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,India Pale Ale (IPA),7,SIM,Não é sazonal,75,2, Pint,3.9,8,4,16,4,8,35
Founders Curmudgeon,Founders BrewingEstiloOld Ale  Álcool (%)9.8% ABVIBU50AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Taça ConhaqueVisite o website,NA,Old Ale,9.8,SIM,Não é sazonal,50,8, Taça Conhaque,4.1,8,4,16,4,8,30
Dogfish Head 60 Minute IPA,Dogfish Head Craft Brewed AlesEstiloIndia Pale Ale (IPA)  Álcool (%)6% ABVIBU60AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),6,SIM,Não é sazonal,60,5, Caldereta,3.9,8,4,16,4,8,29
Dogfish Head 90 Minute IPA,Dogfish Head Craft Brewed AlesEstiloImperial / Double IPA  Álcool (%)9% ABVIBU90AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,Imperial / Double IPA,9,SIM,Não é sazonal,90,5, Caldereta,4.2,8,4,17,4,8,44
Flying Dog Doggie Style Classic Pale Ale,Flying Dog BreweryImportadoraTarantinoEstiloAmerican Pale Ale  Álcool (%)5.5% ABVIBU35AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,American Pale Ale,5.5,SIM,Não é sazonal,35,5, Pint,3.7,7,4,15,4,7,50
Flying Dog Dogtoberfest Märzen,Flying Dog BreweryEstiloOktoberfest/Marzen  Álcool (%)5.6% ABVIBU30IngredientesSpecialty Malts: Vienna, Munich 90, Munich 100, Light Munich. Hops: German Perle, HersbruckerAtivaSIMSazonalOktoberfestTemperatura5-7 °C Copo ideal CanecaVisite o website,NA,Oktoberfest/Marzen,5.6,SIM,Oktoberfest,30,NA, Caneca,3.4,7,4,14,3,7,38
Flying Dog Double Dog Double Pale Ale,Flying Dog BreweryImportadoraTarantinoEstiloAmerican Pale Ale  Álcool (%)11.5% ABVIBU85AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,American Pale Ale,11.5,SIM,Não é sazonal,85,5, Caldereta,3.9,8,4,16,4,7,74
Founders All Day IPA,Founders BrewingEstiloIndia Pale Ale (IPA)  Álcool (%)4.7% ABVIBU42AtivaSIMSazonalOutrosTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),4.7,SIM,Outros,42,5, Caldereta,3.9,8,4,16,4,8,56
Founders Backwoods Bastard,Founders BrewingEstiloWood Aged Beer  Álcool (%)10.2% ABVIBU50AtivaSIMSazonalOutonoTemperatura8-12 °C Copo ideal ConhaqueVisite o website,NA,Wood Aged Beer,10.2,SIM,Outono,50,8, Conhaque,4.4,9,4,18,5,9,32
Founders Breakfast Stout,Founders BrewingEstiloOatmeal Stout  Álcool (%)8.3% ABVIBU60AtivaSIMSazonalOutonoTemperatura13-15 °C Copo ideal PintVisite o website,NA,Oatmeal Stout,8.3,SIM,Outono,60,13, Pint,4.4,8,5,18,5,9,66
Founders Dirty Bastard,Founders BrewingEstiloStrong Scotch Ale  Álcool (%)8.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Conhaque,NA,Strong Scotch Ale,8.5,SIM,Não é sazonal,8,12, Tulipa Conhaque,3.9,8,4,16,4,8,70
Founders Dry Hopped Pale Ale,Founders BrewingEstiloAmerican Pale Ale  Álcool (%)5.4% ABVIBU35Cor SRM14,00AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,American Pale Ale,5.4,SIM,Não é sazonal,35,5, Pint,3.7,7,4,15,4,7,50
Founders KBS (Kentucky Breakfast Stout),Founders BrewingEstiloWood Aged Beer  Álcool (%)11.2% ABVIBU70AtivaSIMSazonalOutrosTemperatura13-15 °C Copo ideal ConhaqueVisite o website,NA,Wood Aged Beer,11.2,SIM,Outros,70,13, Conhaque,4.6,9,5,18,5,9,37
Founders Porter,Founders BrewingEstiloPorter  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Porter,6.5,SIM,Não é sazonal,5,7, Pint,3.9,8,4,16,4,8,65
Flying Dog Gonzo Imperial Porter,Flying Dog BreweryImportadoraTarantinoEstiloImperial / Strong Porter  Álcool (%)7.8% ABVIBU85AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,Imperial / Strong Porter,7.8,SIM,Não é sazonal,85,8, Taça,4.2,8,4,17,4,8,90
Goose Island Honker's Ale,Goose Island BreweryEstiloStandard Bitter  Álcool (%)4.3% ABVIBU30IngredientesHops: Pilgrim, Styrian, Golding Celeia. Malts: 2 Row, Caramel, Wheat, Roasted BarleyAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Standard Bitter,4.3,SIM,Não é sazonal,30,NA, Pint,3.5,7,4,14,3,7,103
Goose Island India Pale Ale,Goose Island Brewery,Anheuser-InBev,India Pale Ale (IPA),5.9,SIM,Não é sazonal,55,5, Taça Caldereta,3.8,7,4,15,4,8,117
Goose Island Sofie,Goose Island Brewery,Anheuser-InBev,Belgian Specialty Ale,6.5,SIM,Não é sazonal,25,NA, Cálice (Trapista),4,8,4,16,4,8,37
Anderson Valley Hop Ottin´IPA,Anderson Valley ImportadoraTarantinoEstiloIndia Pale Ale (IPA)  Álcool (%)7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,India Pale Ale (IPA),7,SIM,Não é sazonal,5,7, Pint,3.8,7,4,15,4,8,118
Flying Dog Horn Dog Barley Wine,Flying Dog BreweryImportadoraTarantinoEstiloBarley Wine  Álcool (%)10.2% ABVIBU45AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal ConhaqueVisite o website,NA,Barley Wine,10.2,SIM,Não é sazonal,45,8, Conhaque,4.1,8,4,16,4,8,41
Lagunitas IPA,Lagunitas Brewing CompanyEstiloIndia Pale Ale (IPA)  Álcool (%)5.7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),5.7,SIM,Não é sazonal,5,7, Caldereta,4,8,4,16,4,8,32
Long Hammer IPA Redhook,Redhook BreweryEstiloIndia Pale Ale (IPA)  Álcool (%)6.2% ABVIBU44AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,India Pale Ale (IPA),6.2,SIM,Não é sazonal,44,5, Pint Caldereta,3.5,7,3,14,4,7,27
Longboard Island Lager,Kona BrewingEstiloPremium American Lager  Álcool (%)5% ABVIBU18IngredientesMALTS: PALE (PREMIUM 2-ROW), WHEAT. HOPS: MT. HOOD, HALLERTAU, CZECH SAAZAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope)Visite o website,NA,Premium American Lager,5,SIM,Não é sazonal,18,2, Lager (Chope),2.7,5,3,11,3,5,35
Miller Genuine Draft,Miller Brewing Company,SABMiller,Premium American Lager,4.7,SIM,Não é sazonal,0,4, Pilsner,2.3,4,3,9,3,5,218
North Coast Old Rasputin,North Coast Brewing CompanyEstiloRussian Imperial Stout  Álcool (%)9% ABVIBU75AtivaSIMSazonalNão é sazonalTemperatura13-15 °C Copo ideal TulipaVisite o website,NA,Russian Imperial Stout,9,SIM,Não é sazonal,75,13, Tulipa,4.4,8,5,17,4,9,98
North Coast Red Seal Ale,North Coast Brewing CompanyEstiloAmerican Amber Ale  Álcool (%)5.5% ABVIBU42AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,American Amber Ale,5.5,SIM,Não é sazonal,42,5, Caldereta,3.7,7,4,15,4,7,38
North Coast Scrimshaw,North Coast Brewing CompanyEstiloClassic American Pilsner  Álcool (%)4.4% ABVIBU22IngredientesMunich malt and, Hallertauer and Tettnang hopsAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PilsnerVisite o website,NA,Classic American Pilsner,4.4,SIM,Não é sazonal,22,5, Pilsner,3.2,6,3,13,3,6,30
Flying Dog Old Scratch Amber Lager,Flying Dog BreweryImportadoraTarantinoEstiloAmber Lager  Álcool (%)5.5% ABVIBU19AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Amber Lager,5.5,SIM,Não é sazonal,19,5, Tulipa,3.5,7,4,14,4,7,44
Ommegang Three Philosophers,Ommegang BreweryEstiloSpecialty Beer  Álcool (%)9.8% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa TaçaVisite o website,NA,Specialty Beer,9.8,SIM,Não é sazonal,8,12, Tulipa Taça,4.2,9,4,17,4,8,30
Anderson Valley Poleeko Gold Pale Ale,Anderson Valley ImportadoraTarantinoEstiloAmerican Pale Ale  Álcool (%)5.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,American Pale Ale,5.5,SIM,Não é sazonal,5,7, Pint,3.6,7,4,15,4,7,68
Racer 5 IPA,Bear Republic BreweryEstiloIndia Pale Ale (IPA)  Álcool (%)7% ABVIBU75IngredientesAmerican pale and crystalmalts, and heavily hopped with Chinook, Cascade, Columbus and CentennialAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),7,SIM,Não é sazonal,75,5, Caldereta,3.8,7,4,15,4,8,39
Flying Dog Raging Bitch,Flying Dog BreweryImportadoraTarantinoEstiloImperial / Double IPA  Álcool (%)8.3% ABVIBU60IngredientesSpecialty Malts: 60L Crystal Hops: Warrior, Columbus, Amarillo. El Diablo yeast, dry hopped with AmarillosAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,Imperial / Double IPA,8.3,SIM,Não é sazonal,60,60, Caldereta,4,8,4,16,4,8,54
Flying Dog Road Dog Porter,Flying Dog BreweryImportadoraTarantinoEstiloPorter  Álcool (%)6% ABVIBU31AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Porter,6,SIM,Não é sazonal,31,5, Taça,3.6,7,4,15,4,7,28
Rogue American Amber Ale,Rogue Ales BreweryImportadoraTarantinoEstiloAmerican Amber Ale  Álcool (%)5.1% ABVIBU53IngredientesMalts: Northwest Harrington and Klages, 95-115 and 135-165 Crystal. Hops: Kent Golding and Cascade. Yeast & Water: Rogue's Pacman Yeast and Free Range Coastal Water.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,American Amber Ale,5.1,SIM,Não é sazonal,53,95, Caldereta,3.8,7,4,15,4,8,34
Rogue Dead Guy Ale,Rogue Ales BreweryImportadoraTarantinoEstiloMaibock/Helles Bock  Álcool (%)6.6% ABVIBU40AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Maibock/Helles Bock,6.6,SIM,Não é sazonal,40,5, Taça,3.7,7,4,15,4,7,78
Rogue Dry Hopped St. Rogue Red,Rogue Ales BreweryImportadoraTarantinoEstiloAmerican Amber Ale  Álcool (%)5.3% ABVIBU44IngredientesMalts: Great Western Harrington, Klages, Munich & Hugh Baird Carastan 30-37 & 13-17, Crystal 70-80.Hops: Chinook & Centennial. Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water. AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Pint CalderetaVisite o website,NA,American Amber Ale,5.3,SIM,Não é sazonal,44,30, Pint Caldereta,3.9,8,4,15,4,8,44
Rogue Hazelnut Brown Nectar,Rogue Ales BreweryImportadoraTarantinoEstiloAmerican Brown Ale  Álcool (%)6.22% ABVIBU28IngredientesMalts: Harrington, Klages, Munich, Hugh Baird Brown, Carastan 13-17, Crystal 70-80, Crystal 135-165 & Beeston Chocolate. Hops: Perle and Sterling. Specialty: Hazelnut Nectar. Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal CalderetaVisite o website,NA,American Brown Ale,6.22,SIM,Não é sazonal,28,13, Caldereta,4,8,4,16,4,8,82
Rogue Juniper Pale Ale,Rogue Ales BreweryImportadoraTarantinoEstiloAmerican Pale Ale  Álcool (%)5.9% ABVIBU34AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,American Pale Ale,5.9,SIM,Não é sazonal,34,5, Caldereta,3.5,7,3,14,4,7,51
Rogue Mocha Porter,Rogue Ales BreweryImportadoraTarantinoEstiloPorter  Álcool (%)5.1% ABVIBU54IngredientesMalts: Northwest Harrington & Klages; 135-165, 95-115, and 70-80 Crystal; Beeston Chocolate, Black, Munich and Carastan. Hops: Centennial & Perle Hops. Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Pint CalderetaVisite o website,NA,Porter,5.1,SIM,Não é sazonal,54,135, Pint Caldereta,3.7,7,4,15,4,7,43
Rogue Yellow Snow IPA,Rogue Ales BreweryImportadoraTarantinoEstiloIndia Pale Ale (IPA)  Álcool (%)6.2% ABVIBU70IngredientesCara Foam, Melanoiden & Great Western 2-Row Malts; Amarillo & Perle Hops, Free Range Coastal Water & Pacman Yeast.AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),6.2,SIM,Não é sazonal,70,2, Caldereta,3.8,8,4,15,4,8,60
Samuel Adams Boston Lager,Boston Beer CompanyImportadoraWal MartEstiloVienna Lager  Álcool (%)4.9% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,Vienna Lager,4.9,SIM,Não é sazonal,5,7, Caldereta,3.6,7,4,14,4,7,147
Samuel Adams Light,Boston Beer CompanyEstiloLite American Lager  Álcool (%)4% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Lite American Lager,4,SIM,Não é sazonal,0,4, Lager (Chope),2.9,5,3,11,3,6,29
Samuel Adams Octoberfest,Boston Beer CompanyEstiloOktoberfest/Marzen  Álcool (%)5.3% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CanecaVisite o website,NA,Oktoberfest/Marzen,5.3,SIM,Não é sazonal,5,7, Caneca,3.5,7,4,14,4,7,52
Sierra Nevada Pale Ale,Sierra Nevada Brewing CompanyEstiloAmerican Pale Ale  Álcool (%)5.6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,American Pale Ale,5.6,SIM,Não é sazonal,5,7, Pint,3.7,7,4,15,4,8,85
Sierra Nevada Torpedo Extra IPA,Sierra Nevada Brewing CompanyEstiloIndia Pale Ale (IPA)  Álcool (%)7.2% ABVIBU65AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal FlautaVisite o website,NA,India Pale Ale (IPA),7.2,SIM,Não é sazonal,65,5, Flauta,3.9,7,4,15,4,8,51
Sixpoint Resin,Sixpoint Craft AlesImportadoraLorch ImportadoraEstiloImperial / Double IPA  Álcool (%)9.1% ABVIBU103AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Imperial / Double IPA,9.1,SIM,Não é sazonal,103,8, Pint,4,8,4,16,4,8,29
Flying Dog Snake Dog IPA,Flying Dog BreweryImportadoraTarantinoEstiloIndia Pale Ale (IPA)  Álcool (%)7.1% ABVIBU60AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),7.1,SIM,Não é sazonal,60,5, Caldereta,3.6,7,4,15,3,7,67
Flying Dog Tire Bite Golden Ale,Flying Dog BreweryImportadoraTarantinoEstiloKölsch  Álcool (%)5% ABVIBU16AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CilíndricoVisite o website,NA,Kölsch,5,SIM,Não é sazonal,16,5, Cilíndrico,3.2,6,3,13,3,6,44
Belzebuth Extra Forte,Grain dÓrgeEstiloBelgian Golden Strong Ale  Álcool (%)13% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,Belgian Golden Strong Ale,13,SIM,Não é sazonal,8,12, Taça,2.8,6,3,11,3,5,34
Boris Le Flacon d'Alsace,Brasserie de SaverneEstiloPremium American Lager  Álcool (%)5.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal PilsnerVisite o website,NA,Premium American Lager,5.5,SIM,Não é sazonal,0,4, Pilsner,2.9,5,3,12,3,6,34
